"brand","screenSize","screenTech","energyConsumption","star","model_cleaned"
"hyundai",55,"LED",268,6,"H55UHDQLDZEN"
"hyundai",65,"LED",373,6,"H65UHDQLDZEN"
"hyundai",75,"LED",750,4,"H75WK31"
"hyundai",75,"LED",477,6,"H75UHDQLDZEN"
"iluma",24,"LCD",112,3.5,"ILUSMARTTV24DVD"
"iluma",24,"LCD",112,3.5,"VK2401D"
"iluma",24,"LCD",112,3.5,"VK2402D"
"iluma",24,"LCD",112,3.5,"VK2403D"
"iluma",24,"LCD",112,3.5,"VK2404D"
"iluma",24,"LCD",112,3.5,"VK2405D"
"iluma",32,"LCD",119,5,"ILUSMARTTV32DVD"
"iluma",32,"LCD",119,5,"VK3201D"
"iluma",32,"LCD",119,5,"VK3202D"
"iluma",32,"LCD",119,5,"VK3203D"
"iluma",32,"LCD",119,5,"VK3204D"
"iluma",32,"LCD",119,5,"VK3205D"
"jvc",24,"LED",70,5.5,"AVJ243145A"
"jvc",31,"LCD",130,5,"LT32N3115AM"
"jvc",31,"LED",104,6,"LT32N3115A"
"jvc",31,"LED",130,5,"LT32N3115A11E"
"jvc",32,"LCD",145,4.5,"AVJ323142A"
"jvc",32,"LED",110,5.5,"LT32N3135A"
"jvc",32,"LED",110,5.5,"AVJ323135A"
"jvc",32,"LED",150,4,"LT32ND35A2"
"jvc",32,"LED",145,4.5,"LT32ND35AS"
"jvc",32,"LED",130,5,"AVH323115A"
"jvc",32,"LED",110,5.5,"LT32NQ5155A"
"jvc",32,"LCD",108,5.5,"LT32N3115A11N"
"jvc",32,"LCD",108,5.5,"AVH323115A11N"
"jvc",32,"LCD",118,5.5,"AVH323115A11"
"jvc",32,"LCD",118,5.5,"LT32N3115A11"
"jvc",39,"LED",148,6,"LT40N5115A"
"jvc",40,"LED",198,4.5,"LT40N5155A"
"jvc",40,"LED",151,6,"LT40N5115AM"
"jvc",40,"LED",210,4.5,"LT40N5115A11E"
"jvc",40,"LCD",186,5,"LT40N5115A11"
"jvc",40,"LED",259,3.5,"LT40N7145A"
"jvc",41,"LCD",230,4.5,"LT42N5125A"
"jvc",42,"LCD",150,6,"LT42NQ5155A"
"jvc",42,"LCD",235,4.5,"LT43N7125A"
"jvc",42,"LCD",205,5,"LT43N5135A"
"jvc",42,"LED",235,4.5,"AVH437115A"
"jvc",42,"LCD",269,4,"AVH437115A11"
"jvc",42,"LED",229,4.5,"LT43N5135AE"
"jvc",42,"LCD",212,5,"AVH437115A11N"
"jvc",42,"LED",163,6,"LT43NQ5155A"
"jvc",43,"LCD",196,5,"LT43N5135AN"
"jvc",49,"LCD",253,5,"LT50NQ7115A11"
"jvc",49,"LCD",376,3.5,"LT50N7145A"
"jvc",49,"LCD",354,4,"LT50NQ7115A"
"jvc",49,"LED",265,5,"LT50N7115A"
"jvc",49,"LED",210,6,"LT50N7145AE"
"jvc",49,"LCD",407,3,"LT50NQ7145AN"
"jvc",50,"LED",256,5,"AVHQ507115A"
"jvc",50,"LED",210,6,"LT50NQ7145A"
"jvc",50,"LED",210,6,"LT50NQ7145AE"
"jvc",50,"LCD",374,3.5,"AVHQ507115A11"
"jvc",54,"LCD",375,4.5,"AVH557135A11"
"jvc",54,"LCD",375,4.5,"LT55N7115A11"
"jvc",55,"LED",247,6,"LT55N7115A11E"
"jvc",55,"LED",320,5,"LT55N7115A"
"jvc",55,"LCD",330,5,"LT55NQ7105A11"
"jvc",55,"LED",270,6,"LT55NQ7105AT"
"jvc",55,"LED",320,5,"AVHQ557115A"
"jvc",55,"LED",320,5,"LT55NQ7105AT2"
"jvc",55,"LCD",464,3.5,"LT55NQ7145A"
"jvc",55,"LCD",358,4.5,"LT55NQ7145AN"
"jvc",55,"LCD",400,4,"LT55NQ7105AM"
"jvc",55,"LED",247,6,"AVAQ557155A"
"jvc",55,"LED",247,6,"LT55NQ7155A"
"jvc",55,"LED",247,6,"LT55NQ7155AW"
"jvc",55,"LED",247,6,"LT55NQ7155AX"
"jvc",55,"LED",360,4.5,"LT55N7115AM"
"jvc",55,"LCD",430,3.5,"LT55N7125A"
"jvc",57,"LCD",468,4,"LT58N7115A"
"jvc",57,"LED",468,4,"AVH587115A"
"jvc",58,"LED",357,5,"LT58N7105AS"
"jvc",64,"LCD",512,4.5,"AVH657115A11"
"jvc",64,"LCD",512,4.5,"LT65N7115A11"
"jvc",64,"LED",370,6,"LT65N7115AM"
"jvc",64,"LED",580,4,"AVH657115A"
"jvc",64,"LED",499,4.5,"LT65N7115A"
"jvc",64,"LED",415,5.5,"LT65N7115A11E"
"jvc",64,"LED",448,5,"AVAQ657155A"
"jvc",64,"LED",448,5,"LT65NQ7155A"
"jvc",64,"LED",448,5,"LT65NQ7155AW"
"jvc",64,"LED",448,5,"LT65NQ7155AX"
"jvc",65,"LED",430,5,"AVHQ657115A"
"jvc",74,"LCD",811,3.5,"LT75N7125A11"
"jvc",74,"LED",758,4,"LT75N7125A"
"jvc",75,"LED",466,6,"AVJQ757115AE"
"jvc",75,"LED",431,6,"AVJQ757115A"
"jvc",98,"LED",872,5.5,"AVJ987145A"
"kodak",32,"LCD",90,6,"KD32WOS2"
"kodak",39,"LCD",150,6,"KD40WOS2"
"kodak",55,"LCD",256,6,"KD55WOS2"
"kodak",64,"LCD",358,6,"KD65G11"
"kodak",65,"LED",367,6,"KD65WOS2"
"kogan",19,"LCD",62,5,"KALED19PRIZE"
"kogan",19,"LED",62,5,"KALED19PRIZB"
"kogan",19,"LED",62,5,"KALED19PRIZC"
"kogan",19,"LED",62,5,"KALED19PRIZD"
"kogan",22,"LCD",95,3.5,"KALED22F5ZA"
"kogan",22,"LCD",95,3.5,"KALED22F5ZB"
"kogan",22,"LCD",95,3.5,"KALED22F5ZC"
"kogan",22,"LCD",95,3.5,"KALED22F5ZD"
"kogan",22,"LCD",95,3.5,"KALED22F5Z"
"kogan",24,"LED",68,6,"KALED24RH9310STA"
"kogan",24,"LED",67,6,"KALED24R98TA"
"kogan",24,"LED",67,6,"KALED24R98TB"
"kogan",24,"LED",67,6,"KALED24R98TC"
"kogan",24,"LED",67,6,"KALED24R98TD"
"kogan",24,"LED",67,6,"KALED24R98TE"
"kogan",24,"LED",67,6,"KALED24R98T"
"kogan",24,"LED",95,4.5,"KALED24D96SQA"
"kogan",24,"LED",95,4.5,"KALED24D96SQB"
"kogan",24,"LED",95,4.5,"KALED24D96SQC"
"kogan",24,"LED",95,4.5,"KALED24D96SQD"
"kogan",24,"LCD",94,4.5,"KALED24DH65NA"
"kogan",24,"LCD",94,4.5,"KALED24DH65NB"
"kogan",24,"LCD",94,4.5,"KALED24DH65NC"
"kogan",24,"LCD",94,4.5,"KALED24DH65ND"
"kogan",24,"LCD",94,4.5,"KALED24DH65NE"
"kogan",24,"LCD",94,4.5,"D236GV68CT2C"
"kogan",24,"LCD",83,5,"KALED24D95SNA"
"kogan",24,"LCD",83,5,"KALED24D95SNB"
"kogan",24,"LCD",83,5,"KALED24D95SNC"
"kogan",24,"LCD",83,5,"KALED24D95SND"
"kogan",24,"LCD",83,5,"KALED24D95SNE"
"kogan",24,"LCD",83,5,"D236GV66CT2CW"
"kogan",24,"LED",68,6,"KALED24EH6100DVA"
"kogan",24,"LED",68,6,"KALED24DH5100VA"
"kogan",24,"LED",77,5,"KALED24EH6200QA"
"kogan",24,"LED",77,5,"KALED24EH6200QB"
"kogan",24,"LED",77,5,"KALED24EH6200QC"
"kogan",24,"LED",70,5.5,"KALED24RT9220SVA"
"kogan",24,"LED",84,5,"KALED24EH7520SVA"
"kogan",24,"LED",70,5.5,"LE24T1"
"kogan",24,"LED",70,5.5,"KALED24DH5200VA"
"kogan",24,"LED",84,5,"KALED24EH7500SVA"
"kogan",24,"LED",83,5,"KALED24EH6300NA"
"kogan",24,"LED",83,5,"KALED24EH6300NB"
"kogan",24,"LED",83,5,"KALED24EH6300NC"
"kogan",24,"LED",83,5,"KALED24EH6300ND"
"kogan",24,"LED",83,5,"D236GD064CT2C"
"kogan",24,"LED",83,5,"KALED24"
"kogan",24,"LED",96,4.5,"KAL24DH5300QA"
"kogan",24,"LCD",100,4,"KALED24EH7510SPA"
"kogan",31,"LED",152,4,"KALED32F98VA"
"kogan",31,"LED",152,4,"KALED32F98VB"
"kogan",31,"LED",152,4,"KALED32F98VC"
"kogan",31,"LED",104,6,"KALED32RH9210STA"
"kogan",31,"LED",104,6,"KALED32RH9220STA"
"kogan",31,"LED",104,6,"KALED32RH9210STB"
"kogan",31,"LED",104,6,"KALED32RH9220STB"
"kogan",31,"LED",104,6,"KALED32RH9310STA"
"kogan",31,"LED",104,6,"KALED32RH9510STA"
"kogan",31,"LED",104,6,"KALED32RH9320STA"
"kogan",31,"LED",104,6,"KALED32F98TA"
"kogan",31,"LED",104,6,"KALED32F98TB"
"kogan",31,"LED",104,6,"KALED32F98TC"
"kogan",31,"LED",104,6,"KALED32F98TD"
"kogan",31,"LED",104,6,"KALED32F98TE"
"kogan",31,"LED",104,6,"KALED32R95TA"
"kogan",31,"LED",104,6,"KALED32R95TB"
"kogan",31,"LED",104,6,"KALED32R95TC"
"kogan",31,"LED",104,6,"KALED32R95TD"
"kogan",31,"LED",104,6,"KALED32R95TE"
"kogan",31,"LED",104,6,"KALED32R95T"
"kogan",31,"LED",145,4.5,"KALED32R98VA"
"kogan",31,"LED",145,4.5,"KALED32R98VB"
"kogan",31,"LED",145,4.5,"KALED32R98VC"
"kogan",32,"LED",131,5,"KALED32D96SQA"
"kogan",32,"LED",131,5,"KALED32D96SQB"
"kogan",32,"LED",131,5,"KALED32D96SQC"
"kogan",32,"LED",131,5,"KALED32D96SQD"
"kogan",32,"LED",116,5.5,"KALED32RH9000SUA"
"kogan",32,"LCD",131,5,"KALED32D95SNA"
"kogan",32,"LCD",131,5,"KALED32D95SNB"
"kogan",32,"LCD",131,5,"KALED32D95SNC"
"kogan",32,"LCD",131,5,"KALED32D95SND"
"kogan",32,"LCD",131,5,"KALED32D95SNE"
"kogan",32,"LCD",131,5,"D32GV66CT2CW"
"kogan",32,"LED",119,5,"KALED32AH7510SVA"
"kogan",32,"LED",110,5.5,"KALED32RT9220SVA"
"kogan",32,"LED",110,5.5,"KALED32EH7520SVA"
"kogan",32,"LED",110,5.5,"LE32T1"
"kogan",32,"LED",110,5.5,"KALED32QH6200VA"
"kogan",32,"LED",130,5,"KALED32R94KA"
"kogan",32,"LED",130,5,"KALED32R94KB"
"kogan",32,"LED",130,5,"KALED32R94KC"
"kogan",32,"LED",145,4.5,"KALED32T96QA"
"kogan",32,"LED",145,4.5,"KALED32T96QB"
"kogan",32,"LED",145,4.5,"KALED32T96QC"
"kogan",32,"LED",145,4.5,"KALED32T96QD"
"kogan",32,"LED",145,4.5,"KALED32T96Q"
"kogan",39,"LED",148,6,"KALED40RF9210STA"
"kogan",39,"LED",148,6,"KALED40RF9220STA"
"kogan",39,"LED",149,6,"KALED40RF9220STB"
"kogan",39,"LED",149,6,"KALED40RF9210STB"
"kogan",39,"LED",149,6,"KALED40F98TA"
"kogan",39,"LED",149,6,"KALED40F98TB"
"kogan",39,"LED",149,6,"KALED40F98TC"
"kogan",39,"LED",149,6,"KALED40F98TD"
"kogan",39,"LED",149,6,"KALED40F98TE"
"kogan",39,"LED",149,6,"KALED40R93STA"
"kogan",39,"LED",149,6,"KALED40R93STB"
"kogan",39,"LED",149,6,"KALED40R93STC"
"kogan",39,"LED",149,6,"KALED40R93STD"
"kogan",39,"LED",149,6,"KALED40R93STE"
"kogan",39,"LED",148,6,"KALED40R95TA"
"kogan",39,"LED",148,6,"KALED40R95TB"
"kogan",39,"LED",148,6,"KALED40R95TC"
"kogan",39,"LED",148,6,"KALED40R95TD"
"kogan",39,"LED",148,6,"KALED40R95TE"
"kogan",39,"LED",148,6,"KALED40R95T"
"kogan",40,"LED",178,5,"KALED40GF7500VA"
"kogan",40,"LED",151,6,"KALED40RT9220SVA"
"kogan",40,"LED",151,6,"KALED40RT9220SVB"
"kogan",40,"LED",151,6,"KALED40RT9220SVC"
"kogan",40,"LED",151,6,"KALED40RT9220SVD"
"kogan",40,"LED",151,6,"LE40T1"
"kogan",40,"LED",151,6,"KALED40GF7600VA"
"kogan",40,"LED",148,6,"KALED40GF7400GA"
"kogan",40,"LED",158,5.5,"KALED40R94KA"
"kogan",40,"LED",158,5.5,"KALED40R94KB"
"kogan",40,"LED",158,5.5,"KALED40R94KC"
"kogan",40,"LED",210,4.5,"KALED40F98VA"
"kogan",40,"LED",210,4.5,"KALED40F98VB"
"kogan",40,"LED",210,4.5,"KALED40F98VC"
"kogan",41,"LED",205,5,"KALED42T96QA"
"kogan",41,"LED",205,5,"KALED42T96QB"
"kogan",41,"LED",205,5,"KALED42T96QC"
"kogan",41,"LED",205,5,"KALED42T96QD"
"kogan",41,"LED",205,5,"KALED42T96Q"
"kogan",41,"LED",155,6,"KALED42RF9220STA"
"kogan",41,"LED",155,6,"KALED42RF9230STA"
"kogan",41,"LED",163,6,"KALED42F98TA"
"kogan",41,"LED",163,6,"KALED42F98TB"
"kogan",41,"LED",163,6,"KALED42F98TC"
"kogan",41,"LED",163,6,"KALED42F98TD"
"kogan",41,"LED",163,6,"KALED42F98TE"
"kogan",41,"LED",163,6,"KALED42F98TF"
"kogan",41,"LED",163,6,"KALED42F98T"
"kogan",42,"LED",159,6,"KALED42RT9220SVA"
"kogan",42,"LED",180,5.5,"KALED42RF7510SPA"
"kogan",42,"LED",180,5.5,"KALED42RF7510SPB"
"kogan",42,"LED",180,5.5,"KALED42RF7510SPC"
"kogan",42,"LED",180,5.5,"KALED42RF7510SPD"
"kogan",42,"LED",180,5.5,"KALED42RF7510SP"
"kogan",42,"LED",258,4,"KALED43XU9210STA"
"kogan",42,"LED",265,4,"KALED43XT9310STB"
"kogan",42,"LED",203,5,"KALED43RF9820STA"
"kogan",42,"LED",203,5,"KALED43RF9820STB"
"kogan",42,"LED",203,5,"KALED43RF9820STC"
"kogan",42,"LED",203,5,"KALED43RF9820STD"
"kogan",42,"LED",203,5,"KALED43RF9820STE"
"kogan",42,"LED",214,5,"KALED43R95TA"
"kogan",42,"LED",214,5,"KALED43R95TB"
"kogan",42,"LED",214,5,"KALED43R95TC"
"kogan",42,"LED",214,5,"KALED43R95TD"
"kogan",42,"LED",214,5,"KALED43R95TE"
"kogan",42,"LED",214,5,"KALED43R95T"
"kogan",42,"LED",223,4.5,"KALED43RF9100SUA"
"kogan",42,"LED",229,4.5,"KALED43F98VA"
"kogan",42,"LED",229,4.5,"KALED43F98VB"
"kogan",42,"LED",229,4.5,"KALED43F98VC"
"kogan",42,"LED",338,3,"KAQL43XQ98GSVA"
"kogan",42,"LED",338,3,"KAQL43XQ98GSVB"
"kogan",42,"LED",338,3,"KAQL43XQ98GSVC"
"kogan",42,"LCD",240,4.5,"KALED43XT9610STA"
"kogan",42,"LED",353,2.5,"KAQLED43XQ98JSTA"
"kogan",42,"LED",353,2.5,"KAQLED43XQ98JSTB"
"kogan",42,"LED",353,2.5,"KAQLED43XQ98JSTC"
"kogan",42,"LED",353,2.5,"KAQLED43XQ98JSTD"
"kogan",42,"LED",353,2.5,"KAQLED43XQ98JSTE"
"kogan",43,"LED",185,5.5,"KALED43RF9000SUA"
"kogan",43,"LED",184,5.5,"KALED43JU8300GA"
"kogan",43,"LED",194,5.5,"KALED43RT9220SVA"
"kogan",43,"LED",194,5.5,"KALED43RT9220SVB"
"kogan",43,"LED",194,5.5,"KALED43RT9220SVC"
"kogan",43,"LED",194,5.5,"KALED43RT9220SVD"
"kogan",43,"LED",221,4.5,"KALED43U94VA"
"kogan",43,"LED",221,4.5,"KALED43U94VB"
"kogan",43,"LED",221,4.5,"KALED43U94VC"
"kogan",43,"LED",221,4.5,"KALED43U94V"
"kogan",43,"LED",188,5.5,"KALED43JU8400VA"
"kogan",48,"OLED",331,4,"KAOD48X98JSTA"
"kogan",48,"OLED",331,4,"KAOD48X98JSTB"
"kogan",48,"OLED",331,4,"KAOD48X98JSTC"
"kogan",48,"OLED",331,4,"KAOD48X98JSTD"
"kogan",48,"OLED",331,4,"KAOD48X98JSTE"
"kogan",48,"OLED",331,4,"KAOD48X98JST"
"kogan",49,"LCD",313,4.5,"KAQLED50XT9510STA"
"kogan",49,"LED",258,5,"KALED50XU9210STB"
"kogan",49,"LED",247,5.5,"KALED50RU8020STA"
"kogan",49,"LED",258,5,"KALED50XU9220STA"
"kogan",49,"LED",305,4.5,"KALED50XT9310STB"
"kogan",49,"LED",283,5,"KALED50XU9220STB"
"kogan",49,"LED",283,5,"KALED50XU9210STC"
"kogan",49,"LED",284,5,"KALED50XU9210STD"
"kogan",49,"LED",284,5,"KALED50XU9220STC"
"kogan",49,"LED",331,4,"KAQLED50XQ9610STA"
"kogan",49,"LED",284,5,"KALED50XU9220STD"
"kogan",49,"LED",284,5,"KALED50XU9220STE"
"kogan",49,"LED",277,5,"KALED50RN9220STA"
"kogan",49,"LED",277,5,"KALED50RN9220STB"
"kogan",49,"LED",277,5,"KALED50RN9220STC"
"kogan",49,"LED",277,5,"KALED50RN9220STD"
"kogan",49,"LED",382,3.5,"KAQLED50XQ98JSTA"
"kogan",49,"LED",382,3.5,"KAQLED50XQ98JSTB"
"kogan",49,"LED",382,3.5,"KAQLED50XQ98JSTC"
"kogan",49,"LED",382,3.5,"KAQLED50XQ98JSTD"
"kogan",49,"LED",276,5,"KALED50U94TA"
"kogan",49,"LED",276,5,"KALED50U94TB"
"kogan",49,"LED",276,5,"KALED50U94TC"
"kogan",49,"LED",276,5,"KALED50U94TD"
"kogan",49,"LED",276,5,"KALED50U94TE"
"kogan",49,"LED",276,5,"KALED50R93STA"
"kogan",49,"LED",276,5,"KALED50R93STB"
"kogan",49,"LED",276,5,"KALED50R93STC"
"kogan",49,"LED",276,5,"KALED50R93STD"
"kogan",49,"LED",276,5,"KALED50R93STE"
"kogan",49,"LED",396,3.5,"KAQL50XQ98GSVA"
"kogan",49,"LED",284,5,"KALED50R95TA"
"kogan",49,"LED",284,5,"KALED50R95TB"
"kogan",49,"LED",284,5,"KALED50R95TC"
"kogan",49,"LED",284,5,"KALED50R95TD"
"kogan",49,"LED",284,5,"KALED50R95TE"
"kogan",49,"LED",284,5,"KALED50R95T"
"kogan",50,"LED",398,3.5,"KAQL50W94QA"
"kogan",50,"LED",398,3.5,"KAQL50W94QB"
"kogan",50,"LED",398,3.5,"KAQL50W94QC"
"kogan",50,"LED",398,3.5,"KAQL50W94QD"
"kogan",50,"LED",398,3.5,"KAQL50W94QE"
"kogan",50,"LED",398,3.5,"KAQL50W94QF"
"kogan",50,"LED",395,3.5,"KALED50T96QA"
"kogan",50,"LED",395,3.5,"KALED50T96QB"
"kogan",50,"LED",395,3.5,"KALED50T96QC"
"kogan",50,"LED",395,3.5,"KAQL50T96QA"
"kogan",50,"LED",395,3.5,"KAQL50T96QB"
"kogan",50,"LED",395,3.5,"KAQL50T96QC"
"kogan",50,"LED",261,5,"KALED50JU8300VA"
"kogan",50,"LED",290,4.5,"KALED50RU9210SUA"
"kogan",50,"LED",290,4.5,"KALED50RU9220SUA"
"kogan",50,"LED",260,5,"KALED50NU8030SVA"
"kogan",50,"LED",210,6,"KALED50RT9220SVA"
"kogan",50,"LED",210,6,"KALED50RT9220SVB"
"kogan",50,"LED",210,6,"KALED50RT9220SVC"
"kogan",50,"LED",210,6,"KALED50RT9220SVD"
"kogan",50,"LED",210,6,"KALED50U94VA"
"kogan",50,"LED",210,6,"KALED50U94VB"
"kogan",50,"LED",210,6,"KALED50U94VC"
"kogan",50,"LED",210,6,"KALED50U94V"
"kogan",50,"LED",285,5,"KALED50R94KA"
"kogan",50,"LED",285,5,"KALED50R94KB"
"kogan",50,"LED",285,5,"KALED50R94KC"
"kogan",50,"LED",285,5,"KALED50R94KD"
"kogan",50,"LED",285,5,"KALED50R94"
"kogan",50,"LED",250,5.5,"KAQL50R96KA"
"kogan",55,"LED",295,5.5,"KALED55R94KA"
"kogan",55,"LED",295,5.5,"KALED55R94KB"
"kogan",55,"LED",295,5.5,"KALED55R94KC"
"kogan",55,"LED",295,5.5,"KALED55R94KD"
"kogan",55,"LED",295,5.5,"KALED55R94"
"kogan",55,"OLED",424,4,"KAOLED55X2SKA"
"kogan",55,"LED",375,4.5,"KALED55U94VA"
"kogan",55,"LED",375,4.5,"KALED55U94VB"
"kogan",55,"LED",375,4.5,"KALED55U94VC"
"kogan",55,"LED",375,4.5,"KALED55U94VSeries"
"kogan",55,"LCD",415,4,"KAQLED55XQ9610STA"
"kogan",55,"LED",320,5,"KALED55XU9220STA"
"kogan",55,"LED",338,5,"KALED55XU9220STB"
"kogan",55,"LED",338,5,"KALED55XU9210STC"
"kogan",55,"LED",441,3.5,"KAQLED55XT9510STB"
"kogan",55,"LED",339,5,"KAQLED55XQ98JSTA"
"kogan",55,"LED",339,5,"KAQLED55XQ98JSTB"
"kogan",55,"LED",339,5,"KAQLED55XQ98JSTC"
"kogan",55,"LED",339,5,"KAQLED55XQ98JSTD"
"kogan",55,"LED",302,5.5,"KALED55R95TA"
"kogan",55,"LED",302,5.5,"KALED55R95TB"
"kogan",55,"LED",302,5.5,"KALED55R95TC"
"kogan",55,"LED",302,5.5,"KALED55R95TD"
"kogan",55,"LED",302,5.5,"KALED55R95TE"
"kogan",55,"LED",302,5.5,"KALED55R95T"
"kogan",55,"LED",475,3.5,"KAQL55XQ98GSVA"
"kogan",55,"LED",260,6,"KALED55TU9220SKA"
"kogan",55,"LED",260,6,"KALED55TU9210SKA"
"kogan",55,"LED",260,6,"KALED55TUSKA"
"kogan",55,"LED",427,4,"KAQL55W94QA"
"kogan",55,"LED",427,4,"KAQL55W94QB"
"kogan",55,"LED",427,4,"KAQL55W94QC"
"kogan",55,"LED",427,4,"KAQL55W94QD"
"kogan",55,"LED",427,4,"KAQL55W94QE"
"kogan",55,"LED",427,4,"KAQL55W94QF"
"kogan",55,"LED",425,4,"KALED55T96QA"
"kogan",55,"LED",425,4,"KALED55T96QB"
"kogan",55,"LED",425,4,"KALED55T96QC"
"kogan",55,"LED",425,4,"KAQL55T96QA"
"kogan",55,"LED",425,4,"KAQL55T96QB"
"kogan",55,"LED",425,4,"KAQL55T96QC"
"kogan",55,"LED",270,6,"KALED55NU8020SZA"
"kogan",55,"LED",320,5,"KALED55RT9220SVA"
"kogan",55,"LED",320,5,"LE55N3"
"kogan",55,"LED",320,5,"LE55N1"
"kogan",55,"LED",320,5,"LE55S1"
"kogan",55,"LED",320,5,"LE55E1"
"kogan",55,"LED",320,5,"LE55F3"
"kogan",55,"LED",330,5,"KALED55XG9410SKA"
"kogan",55,"LED",247,6,"KAQLED55RQ9510SVA"
"kogan",55,"LED",247,6,"KAQLED55RQ9510SVB"
"kogan",55,"LED",247,6,"KAQLED55RQ9510SVC"
"kogan",55,"LED",247,6,"KAQLED55RQ9510SVD"
"kogan",55,"LED",247,6,"KALED55RT9230SVA"
"kogan",55,"LED",302,5.5,"KALED55U94TA"
"kogan",55,"LED",302,5.5,"KALED55U94TB"
"kogan",55,"LED",302,5.5,"KALED55U94TC"
"kogan",55,"LED",302,5.5,"KALED55U94TD"
"kogan",55,"LED",302,5.5,"KALED55U94TE"
"kogan",55,"LED",302,5.5,"KALED55R93STA"
"kogan",55,"LED",302,5.5,"KALED55R93STB"
"kogan",55,"LED",302,5.5,"KALED55R93STC"
"kogan",55,"LED",302,5.5,"KALED55R93STD"
"kogan",55,"LED",302,5.5,"KALED55R93STE"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GSTA"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GSTB"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GSTC"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GSTD"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GSTE"
"kogan",55,"LED",378,4.5,"KAQL55XQ98GST"
"kogan",55,"LED",280,5.5,"KAQL55R96KA"
"kogan",55,"OLED",378,4.5,"KAOD55X98JSTA"
"kogan",55,"OLED",378,4.5,"KAOD55X98JSTB"
"kogan",55,"OLED",378,4.5,"KAOD55X98JSTC"
"kogan",55,"OLED",378,4.5,"KAOD55X98JSTD"
"kogan",55,"OLED",378,4.5,"KAOD55X98JSTE"
"kogan",55,"OLED",378,4.5,"KAOD55X98JST"
"kogan",57,"LED",448,4,"KALED58XU9230STA"
"kogan",58,"LED",336,5.5,"KALED58TU9220SKA"
"kogan",58,"LED",336,5.5,"KALED58TU9210SKA"
"kogan",58,"LED",336,5.5,"KALED58TUSKA"
"kogan",58,"LED",271,6,"KALED58RT9220SVA"
"kogan",58,"LED",271,6,"KALED58RT9220SVB"
"kogan",58,"LED",271,6,"KALED58RT9220SVC"
"kogan",58,"LED",271,6,"KALED58RT9220SVD"
"kogan",58,"LED",410,4.5,"KALED58TU9420SKA"
"kogan",58,"LED",420,4.5,"KALED58RU9210SUB"
"kogan",58,"LED",420,4.5,"KALED58RU9210SUC"
"kogan",58,"LED",420,4.5,"KALED58RU9210SUBKALED58RU9210SUC"
"kogan",60,"LCD",405,5,"KALED60U93NA"
"kogan",60,"LCD",405,5,"KALED60U93NB"
"kogan",60,"LCD",405,5,"KALED60U93NC"
"kogan",60,"LCD",405,5,"KALED60U93ND"
"kogan",60,"LCD",405,5,"D60S218UT2W"
"kogan",64,"LED",520,4.5,"KALED65RU9210SUA"
"kogan",64,"LED",520,4.5,"65B96"
"kogan",64,"LED",520,4.5,"KALED65RU9210SUB"
"kogan",64,"LED",520,4.5,"KALED65RF9100SUA"
"kogan",64,"LED",520,4.5,"65F9"
"kogan",64,"LED",404,5.5,"KALED65U94TA"
"kogan",64,"LED",404,5.5,"KALED65U94TB"
"kogan",64,"LED",404,5.5,"KALED65U94TC"
"kogan",64,"LED",404,5.5,"KALED65U94TD"
"kogan",64,"LED",404,5.5,"KALED65U94TE"
"kogan",64,"LCD",382,5.5,"KALED65XU9220STA"
"kogan",64,"LCD",572,4,"KAQLED65XQ9610STA"
"kogan",64,"LED",426,5,"KALED65XU9250STA"
"kogan",64,"LED",426,5,"KALED65XU9250STB"
"kogan",64,"LED",514,4.5,"KALED65XU9210STB"
"kogan",64,"LED",536,4,"KAQLED65XQ9510STA"
"kogan",64,"LED",572,4,"KAQLED65XQ9610STB"
"kogan",64,"LED",579,4,"KAQLED65XQ98JSTA"
"kogan",64,"LED",579,4,"KAQLED65XQ98JSTB"
"kogan",64,"LED",579,4,"KAQLED65XQ98JSTC"
"kogan",64,"LED",579,4,"KAQLED65XQ98JSTD"
"kogan",64,"LED",404,5.5,"KALED65XU9220STB"
"kogan",64,"LED",404,5.5,"KALED65XU9220STC"
"kogan",64,"LED",404,5.5,"KALED65XU9220STD"
"kogan",64,"LED",404,5.5,"KALED65XU9220STE"
"kogan",64,"LED",404,5.5,"KALED65XU9220STF"
"kogan",64,"LED",404,5.5,"KALED65U92TA"
"kogan",64,"LED",404,5.5,"KALED65U92TB"
"kogan",64,"LED",404,5.5,"KALED65U92TC"
"kogan",64,"LED",404,5.5,"KALED65U92TD"
"kogan",64,"LED",404,5.5,"KALED65U92TE"
"kogan",64,"LED",809,2.5,"KAQL65XQ98GSTA"
"kogan",64,"LED",371,6,"KALED65R95TA"
"kogan",64,"LED",371,6,"KALED65R95TB"
"kogan",64,"LED",371,6,"KALED65R95TC"
"kogan",64,"LED",371,6,"KALED65R95TD"
"kogan",64,"LED",371,6,"KALED65R95TE"
"kogan",64,"LED",371,6,"KALED65R95T"
"kogan",65,"LED",560,4,"KAQL65W94QB"
"kogan",65,"LED",560,4,"KAQL65W94QC"
"kogan",65,"LED",560,4,"KAQL65W94QD"
"kogan",65,"LED",560,4,"KAQL65W94QE"
"kogan",65,"LED",560,4,"KAQL65W94QF"
